Text,Text_Cleansing,negative,neutral,positive
hasil pertandingan sriwijaya fc vs persebaya surabaya skor akhir 3 - 3,hasil pe andingan sriwijaya fc lawan baya surabaya skor,0,1,0
tjahjo ku molo jadi mentri kok tidak jelas begitu,tjahjo ku mulu menteri,1,0,0
"boleh marah tidak ? sungguh terlalu indosat , sudah hampir 24 jam saya tidak bisa akses data . terima kasih atas pelayanan yang super lemah otak ini indosat .",marah sungguh indosat puluh jam akses data terima kasih layan super lemah otak indosat,1,0,0
yusri binti maling .,yusri binti maling,1,0,0
"bisa pesan ayam kuning dibakar , sambal dadak tanpa gula buat yang tidak suka manis . selalu ada jengkol . lalap nya pun segar .",pesan ayam kuning bakar sambal dadak gula suka manis jengkol lalap nya segar,0,0,1
"saya melipir ke ayam goreng raos karena terdesak oleh hujan deras , sebelumnya belum pernah mampir ke sini . nasi ayam bakar dengan tahu tempe dan es teh manis rp 25.000,00 . agak mahal nih . cukup enak sih , tapi tidak ada yang spesial baik dari rasa , bumbu , atau cara penyajian . pantas sepi :",melipir ayam goreng raos desak hujan deras mampir nasi ayam bakar tempe es teh manis rupiah juta ratus ribu mahal nih enak sih spesial bumbu saji sepi,1,0,0
"aku sih tiap beli tiket di traveloka , terpercaya",sih beli tiket traveloka percaya,0,0,1
cinta banget sama indonesia ! cinta produk indonesia .,cinta banget indonesia cinta produk indonesia,0,0,1
"tanggal 12 february adalah ulang tahun pacar saya , dan saya mengajak dia untuk makan di restaurant don woori yang terkenal di bandung . saya ingin memberi kado ulang tahun dengan makan yang enak di sana . tapi . saat itu saya datang kira kira jam setengah 3n . tempat penuh sehingga kami harus menunggu . daftar tunggu pada saat itu sekitar 4 meja . 15 menit kemudian .",tanggal belas february ulang pacar ajak makan restaurant don woori kenal bandung kado ulang makan enak jam penuh tunggu daftar tunggu meja belas menit,1,0,0
pilihan makanan nya banyak . lumayan enak . sayang pelayanan nya kurang bagus . pelayan nya ngobrol sendiri dan selalu harus jalan ke depan untuk panggil mereka lagi ngobrol . tempat nya bagus dan nyaman .,pilih makan nya lumayan enak sayang layan nya bagus layan nya obrol jalan panggil obrol nya bagus nyaman,0,0,1
jaksa kpk anggap syarat materiil dakwaan setya novanto telah terpenuhi,jaksa komisi berantas korupsi anggap syarat materiil dakwa setya novanto penuh,0,1,0
"saya setiap makan di sini pasti selalu pesan pizza nya , enak dan murah tidak begitu mahal : tempat yang enak buat bersantai bersama teman-teman .",makan pesan pizza nya enak murah mahal enak santa temanteman,0,0,1
"lumayan buat nongkrong dan kumpul bersama teman-teman , makanan nya biasa saja sih pemandangan nya enak dan di pusat kota",lumayan nongkrong kumpul temanteman makan nya sih pandang nya enak pusat kota,0,0,1
tidak bersih,bersih,1,0,0
"tempat yang bagus dan direkomendasikan banget , banyak saung saung begitu kita bisa makan dan milih tempat makan nya . terus suasana pedesaan banget , cocoklah buat kita ngadem dari kota yang sumpek dan macet .",bagus rekomendasi banget saung saung makan pilih makan nya suasana desa banget cocok ngadem kota sumpek macet,0,0,1
bni life melakukan renovasi pesantren dan madrasah di tasikmalaya,bank negara indonesia life renovasi pesantren madrasah tasikmalaya,0,1,0
luar biasa enak ! direkomendasikan untuk wisatawan khusus nya yang baru pertama kali mengunjungi bandung disarankan datang sebelum jam 11 karena jam 11 sudah sangat ramai .,enak rekomendasi wisatawan khusus nya pe kali unjung bandung saran jam sebelas jam sebelas ramai,0,0,1
"cobain deh masakan vegetarian , sehat dan juga banyak varian apalagi bawa keluarga harga tidak terlalu mahal",coba deh masakan vegetarian sehat varian bawa keluarga harga mahal,0,0,1
"kasihan pak prabowo punya anak buah malah menambah beban . buang saja pak , tak berguna begitu ngapain dipertahankan",kasihan prabowo anak buah tambah beban buang guna dipe ahankan,1,0,0
"makanan pertama yang saya cari setelah sampai di bandung adalah batagor . batagor ini enak banget . harga nya juga tidak terlalu mahal , sampai sampai saya beli untuk dijadikan oleh-oleh . enak banget deh pokok nya selama 4 hari 3 malam di bandung , saya dan warga 2x makan di batagor burangrang ini .",makan pe cari bandung batagor batagor enak banget harga nya mahal beli jadi oleholeh enak banget deh pokok nya malam bandung warga x makan batagor burangrang,0,0,1
"makan di tempat ini saat libur lebaran lalu di mana kami menginap di salah satu hotel di kota bandung , letak nya cukup strategis dekat dengan pusat perbelanjaan braga city walk pas perempatan , saat kami makan di warung baso ceker braga tempat nya sangat ramai , saya dan istri memesan bakso rusuk sedangkan anak kami memesan mi yamin , rasanya lumayan enak",makan libur lebaran inap salah hotel kota bandung letak nya strategis pusat belanja braga city walk pas empat makan warung bakso ceker braga nya ramai istri mes bakso rusuk anak mes mi yamin lumayan enak,0,0,1
saya pakai paket simpati loop dan jaringan nya lumayan bagus,pakai paket simpati loop jaring nya lumayan bagus,0,0,1
indosat ini memang hobi nya bikin saya marah ya,indosat hobi nya bikin marah ya,1,0,0
"tempat makan yang unik dan bergaya zaman dulu , makanan standar saja , pelayanan nya sangat bagus dan ramah",makan unik gaya zaman makan standar layan nya bagus ramah,0,0,1
wah parah semua yang tidak beres china .,parah beres cina,1,0,0
lu keturunan gayo bekas ludah anjing . yang tidak tahu malu sudah kami beri tempat ditanah kami . tapi tidak pernah merasa bersyukur kalian . !,turun gayo bekas ludah anjing malu tanah syukur,1,0,0
"mana ahokers pecundang dan cebong sekolam yang biasa koar-koar cabul-cabul ? ini asli mesum total , ketangkap basah dan mengakui nya walaupun diduga ada niat lain by the way , kenapa kalian sungkem semua ?",ahoker cundang cebong kolam koarkoar cabulcabul asli mesum total tangkap basah aku nya duga niat by the way sungkem,1,0,0
kenapa aku baca manifesto calon umum ini semua bosan . macam entahlah,baca manifesto calon bosan,1,0,0
"restoran kampung daun berlokasi di daerah lembang dan berhawa sejuk . restoran ini merupakan restoran yang memberikan suasana yang alami dan romantis . tempat makan nya berupa saung-saung yang berada di sepanjang sungai kecil . adapun mengenai cita rasa makanan nya menurut saya biasa saja , selain itu porsi makanan nya kecil dan harga nya lumayan mahal .",restoran kampung daun lokasi daerah lembang hawa sejuk restoran restoran suasana alami romantis makan nya saungsaung sungai cita makan nya porsi makan nya harga nya lumayan mahal,0,0,1
bagi penulis-penulis gpu yang berminat ikut serta dalam gerakan 4b bersama redaksi gpu pada tanggal 25 maret 2018 .,penulispenulis gpu minat a gera b redaksi gpu tanggal puluh maret ribu delapan belas,0,1,0
"dari segi lokasi bisa dikatakan cukup strategis , berada tepat di seberang jalan raya . tempat nya bisa dikatakan biasa saja . menu cukup bervariasi , menu lebih cenderung ke mi-mi an , roti , kopi dll. saya kali ini pesan menu indomie saos telur asin yang kuah atau direbus , ice jeruk dan sajian penutup vanilla treasure . dari segi rasa cukup lumayan enak .",segi lokasi strategis seberang jalan raya nya menu variasi menu cenderung mimi an roti kopi kali pesan menu indomie saos telur asin kuah rebus ice jeruk saji tutup vanilla treasure segi lumayan enak,0,0,1
"harga tidak terlalu mahal , rasanya juga enak , banyak pilihan makanan khas bandung lainnya . hanya tempat nya yang susah parkir dan meja kursi yang seadanya . jadi datang memang hanya untuk makan .",harga mahal enak pilih makan khas bandung nya susah parkir meja kursi ada makan,0,0,1
restoran indonesia yang bertempat di lembah di sekitar sersan bajuri ini menyajikan hidangan khas sunda mayoritas menu dan tempat yang asri . terdapat sungai kecil yang menambah suasana alam . terdapat juga jalanan pasar tempo dulu .,restoran indonesia be lembah sersan bajuri saji hidang khas sunda mayoritas menu asri sungai tambah suasana alam jalan pasar tempo,0,0,1
"biar kekinian dan penasaran itu alasan utama kami mampir di lawang wangi , dago . setelah melalui jalan yang sempit dan rusak akhirnya sampai juga di lokasi , lawang wangi kafe / resto . pengunjung sudah cukup ramai , menu yang kami pilih adalah pizza , ukuran 8 potong , enak dan renyah pizza nya .",biar kini penasaran alas utama mampir lawang wangi dago jalan sempit rusak lokasi lawang wangi kafe resto unjung ramai menu pilih pizza ukur delapan potong enak renyah pizza nya,0,0,1
"sebelum konsep mi dengan keju yang menumpuk di mangkok booming , kafe ini salah satu pencetus nya . hampir seminggu sekali pasti mampir sini dari kampus . walaupun banyak keju nya tapi tidak bikin eneng kok , malah ketagihan terus .",konsep mi keju tumpuk mangkok booming kafe salah cetus nya minggu mampir kampus keju nya bikin eneng tagih,0,0,1
"dulu kami mampir ke sini udara nya termasuk dingin dan menyengat . restoran nya cukup besar , ada tiga lantai , dan tanah nya luas . sekarang udara nya sudah tidak dingin . model makanan nya ada makanan barat , indonesia , italian , chinese makanan , steak . malam minggu datang ke sini lumayan tidak seramai the v . ada bus rombongan dari perancis juga . parkiran luas dan mudah .",mampir udara nya dingin sengat restoran nya lantai tanah nya luas udara nya dingin model makan nya makan barat indonesia italian cina makan steak malam minggu lumayan serama the v bus rombong prancis parkir luas mudah,0,0,1
"tidak menyesal beli ku ro - ku ro . enak banget ternyata rasanya , sudah begitu murah lagi .",sesal beli ku ro ku ro enak banget murah,0,0,1
oh pantesan dipecat dari menteri . sudah ada kjp kok ngapain kip . mengajarkan rakyat jadi rakus ini anies .,oh pecat menteri kjp kip ajar rakyat rakus anies,1,0,0
harga murah tetapi tidak murahan . rekomendasi steak tenderloin enak hanya 45 ribu coba menu steak medallion nya dan tahu lada garam nya . kerja bagus haven kafe,harga murah murah rekomendasi steak tenderloin enak puluh ribu coba menu steak medallion nya lada garam nya kerja bagus haven kafe,0,0,1
"akan diperiksa sebagai saksi kasus e-ktp dalam kapasitas sebagai mantan ketua badan anggaran dpr ri , olly dondokambey berjanji memenuhi panggilan kpk .",periksa saksi elektonik kartu tanda duduk kapasitas mantan ketua badan anggar dewan wakil rakyat ri olly dondokambey janji penuh panggil komisi berantas korupsi,0,1,0
ini betina pelacur sudah hancur . nama nya iriani mamak si gibran dan kaesang . dan dia ini isteri presiden jokowidodo anggota pki .,betina lacur hancur nama nya iriani mamak sih gibran kaesang isteri presiden jokowidodo anggota partai komunis indonesia,1,0,0
jokowi sukses membuat rakyat nya percaya dengan kepemimpinan nya,jokowi sukses rakyat nya percaya pimpin nya,0,0,1
"silakan ku njungi kedai kita buat yang kemarin cari handphone advan , xiaomi redmi 4a dan nokia 150",sila ku njungi kedai kemarin cari handphone advan omi redmi a nokia ratus puluh,0,1,0
"saya sangat suka sekali pizza rucola and spaghetti scoglio nya , hmm enak pokok nya enak . teh terbaik tempat dan makanan untuk italia restoran",suka pizza rucola and spaghetti scoglio nya hem enak pokok nya enak teh baik makan italia restoran,0,0,1
"pelaksanaan tes skd apa terlalu dipaksakan minimal ? kok banyak yang ditunda gara-gara jaringan komputer . kasihan yang jauh-jauh datang ke lokasi ujian euy , buang tenaga , waktu , dan pasti nya merubah psikologi juga :",laksana tes skd paksa minimal tunda gara gara jaring komputer kasihan jauhjauh lokasi uji euy buang tenaga nya ubah psikologi,1,0,0
"jika anda ingin datang dan menikmati sajian musisi bandung di sinilah tempat nya . dengarkan lagu musik klasik yang cadas di sini . makanan steak nya standar , disarankan beli minum saja dan nikmati saja permainan musik nya .",nikmat saji musisi bandung nya dengar lagu musik klasik cadas makan steak nya standar saran beli minum nikmat main musik nya,0,0,1
tidak makmur,makmur,1,0,0
"lokasi nya dekat sama kampus itb , dan nyobain spagheti aglio oli nya oke . minuman nya juga beragam dari bermacam teh , kopi , dan jus .",lokasi nya kampus institut teknologi bandung coba spagheti aglio oli nya oke minum nya agam teh kopi jus,0,0,1
"mau marah sama indosat lemah otak sekali ,",marah indosat lemah otak,1,0,0
"kapolres jakarta timur kombes pol ya . tony surya putra sik , mh dampingi gubernur dki jakarta anies baswedan dalam rangka kunjungan ke pos pengamanan ops lilin jaya 2017 di gereja st . antonius , otista , jatinegara , minggu malam .",kepala polisi resor jaka a timur kombes pol ya tony surya putra sih mah damping gubernur daerah khusus ibukota jaka a anies baswedan rangka kunjung pos aman ops lilin jaya ribu tujuh belas gereja st antonius otista jatinegara minggu malam,0,1,0
"saya senang dengan aplikasi gojek , memudahkan dalam banyak aktivitas",senang aplikasi gojek mudah aktivitas,0,0,1
tidak terbaik,baik,1,0,0
buat penggemar yang tidak halal tidak halal atau yang bosan sama makanan halal . bole niee ke siniii ! makanan nya enak banget bumbu nya mantap,gemar halal halal bosan makan halal niee siniii makan nya enak banget bumbu nya mantap,0,0,1
"nama nya otak udang , bego , idiot , dengki tak ada etika itulah mahasiswa tak ada wawasan karena otak nya sudah tercemar pks , buat malu ui",nama nya otak udang bego idiot dengki etika mahasiswa wawas otak nya cemar partai adil sejahtera malu oi,1,0,0
mi ceker nya komplet tapi lumayan pricey jus nya enak-enak blueberry dan stroberi leci enak banget banyak makanan-makanan ringan nya juga tempat std tidak ada tempat bermain buat anak-anak,mi ceker nya komplet lumayan pricey jus nya enakenak blueberry stroberi leci enak banget makananmakanan ringan nya std main anakanak,0,0,1
tidak sayang,sayang,1,0,0
pagi yang melelahkan rasanya ingin diam saja,pagi lelah diam,1,0,0
"kami mencoba ramen 38 ini di trans studio mal bandung saat makan siang . antrean tidak panjang , pelayanan cepat . rasanya biasa saja . soboro tamago don yang saya coba berupa nasi dengan daging cincang sapi dan telur dadar orak arik di atas nya , lebih mirip masakan rumah .",coba ramen puluh delapan trans studio mal bandung makan siang antre layan cepat soboro tamago don coba nasi daging cincang sapi telur dadar orak arik nya masakan rumah,0,0,1
"bagi para pecinta bakso rasanya wajib banget mampir ke warung bakso kekinian ini . banyak banget varian sajian bakso yang ditawarkan . dari mulai bakso kuah , mi bakso dan nasi dengan bakso . pokok nya komplit . tapi menurut saya juara nya tetap bakso keju dan bakso goreng . sama satu lagi , es durian kesepian nya . mantap pokok nya",cinta bakso wajib banget mampir warung bakso kini banget varian saji bakso tawar bakso kuah mi bakso nasi bakso pokok nya komplit juara nya bakso keju bakso goreng es durian sepi nya mantap pokok nya,0,0,1
